tweet_id,user_id,createdate,tweet,scrapping_id,scrappingid,user_id,createdate
1331387488066105344,598243189,2020-11-25 00:01:27, Iyo nak fulltime dah dengan prudential,2,3,598243189,2020-11-25 00:01:27
1331416914434818048,59407228,2020-11-25 01:58:23,Aduh bayar premi itu mahal. Gak punya budget. Ciyuss? Nih Prudential mengeluarkan produk yg ok punya. Ask me more i… ,2,3,59407228,2020-11-25 01:58:23
1331422318200049671,340149365,2020-11-25 02:19:51,"I'm at Prudential  Jaya 33 in Petaling Jaya, Selangor, Selangor ",2,3,340149365,2020-11-25 02:19:51
1331462280505040896,760956672,2020-11-25 04:58:39, Kau ambk takaful ka prudential?,2,3,760956672,2020-11-25 04:58:39
1331463182250983427,20994932,2020-11-25 05:02:14, Nggak segitunya lah..masih Jokowi periode pertama😆..skrg sibuk ngurusin anak sambil  balik belajar jd Fin… ,2,3,20994932,2020-11-25 05:02:14
1331464328881479682,1178151078883258369,2020-11-25 05:06:48, jadilah teman seperti prudential,2,3,1178151078883258369,2020-11-25 05:06:48
1331469060928720901,78274930,2020-11-25 05:25:36,"  to me, if love sales and spread awareness, jomlah join takaful dgn prudential. plus, prude… ",2,3,78274930,2020-11-25 05:25:36
1331475408940789760,287039278,2020-11-25 05:50:49,Aku ada client yang OKU bisu. Renyah sikit proses nak apply medical coverage tapi kami ikut je requirement prudenti… ,2,3,287039278,2020-11-25 05:50:49
1331477801841565697,133118299,2020-11-25 06:00:20,Apa hal BSN prudential ni? ?,2,3,133118299,2020-11-25 06:00:20
1331497207707516929,785905117069389825,2020-11-25 07:17:26, Prudential melindungi,2,3,785905117069389825,2020-11-25 07:17:26
1331516239257108480,1203672517145022467,2020-11-25 08:33:04,Apps - PRUBSN INSAN=================Apps yg boleh menggantikan apps Muslim Pro.100% made by Prudential BSN Takaf… ,2,3,1203672517145022467,2020-11-25 08:33:04
1331530562230575104,93390744,2020-11-25 09:29:59,"Jadi aku ikut prudential syariah udah 5 tahun kebetulan agen nya kaka ipar kutiap bulan premi 600rb, terus tiap 6… ",2,3,93390744,2020-11-25 09:29:59
1331540193548005387,1135775277542285312,2020-11-25 10:08:15,Macam mana nak dapatkan resit pembayaran utk insuran prudential ni? Nak tengok kat mana? Huhuhuhu,2,3,1135775277542285312,2020-11-25 10:08:15
1331543244144922624,970302718584668160,2020-11-25 10:20:22," Prudential Takaful &amp; PruLady. Before amik akan d brief pjg lebar,  pasya bok decide mok amik plan apa.",2,3,970302718584668160,2020-11-25 10:20:22
1331543746022830080,3253475570,2020-11-25 10:22:22," Assalamualaikum, maaf menyelit🙏🏻 Saya amira dari prudential takaful bsn, kami sedang membuat recruit… ",2,3,3253475570,2020-11-25 10:22:22
1331546908142157828,326464600,2020-11-25 10:34:56,"Iya, mikirin negara terus sampek polis prudential nunggak adalah kebijakan semu. ",2,3,326464600,2020-11-25 10:34:56
1331579511079456769,1072306761799847937,2020-11-25 12:44:29, ️️️️ ️️️️️️️️️️ ️️️️️️( iya nama gue bagus tapi sering dipeleswtin jadi Prudential. 😭 )️️️️ ️️️️️️️️️️ ️️️️️️,2,3,1072306761799847937,2020-11-25 12:44:29
1331585477435035650,1069433519175135232,2020-11-25 13:08:12, Ini gaji lepas kerja prudential 10 tahun ni. Result kena constant.,2,3,1069433519175135232,2020-11-25 13:08:12
1331587857908056064,1268583438375763968,2020-11-25 13:17:39,  MAKSUDNYA APA PRUDENTIAL?,2,3,1268583438375763968,2020-11-25 13:17:39
1331606191722545153,537034369,2020-11-25 14:30:30," Ehhh bolehh jeee. Nak tahu pelan dari Prudential BSN Takaful, ada link di bio untuk whatsapp. In Shaa Al… ",2,3,537034369,2020-11-25 14:30:30
1331623156482621441,266385590,2020-11-25 15:37:55, Ada niat nak melamar prudential gak. cuma takdak member nak explainkan,2,3,266385590,2020-11-25 15:37:55
1331626295919214592,902557788223660032,2020-11-25 15:50:24,Why?Sebab dengan divident tu boleh add on dekat prudential for long term saving pula. Bijak kan???? Tasha dh bu… ,2,3,902557788223660032,2020-11-25 15:50:24
1331705963531751425,3313443426,2020-11-25 21:06:58,any agent takaful prudential katsini? .. ada benda nak tnya lahh,2,3,3313443426,2020-11-25 21:06:58
1331712225921409024,1335512298,2020-11-25 21:31:51,"acara workshop  bareng pecinta kopi dan kretek,29-06-2013,cangkir cofee prudential tower kav 79  temansehati",2,3,1335512298,2020-11-25 21:31:51
